Tower_ID,Region,Uptime_Percentage,Downtime_Hours,Signal_Strength,Data_Traffic_GB,Maintenance_Cost,Fault_Count
1138,Hassan,97.58773562,1.325201661,81.93621783,884.0809682,14425.76738,1
1498,Belgaum,95.61119742,6.299444011,72.86236109,968.7723973,32299.71962,2
1592,Mandy,93.00225454,6.300415064,53.32688804,594.0594028,6984.355036,0
1391,Mysore,94.00234754,0.173583167,86.05638082,330.5128252,41510.72234,1
1674,Belgaum,96.89888732,0.191620302,88.16278619,889.1437905,41694.95835,7
1418,Bangalore,99.0609745,6.615165744,94.11706931,989.3556093,19034.59791,2
1288,Mandy,91.30726517,14.5524677,77.03186733,767.6915336,9743.874171,8
1378,Belgaum,95.7136397,12.48087461,83.65689755,400.3340262,38648.70299,3
1772,Mysore,92.53729199,4.780352934,71.90252092,312.4182639,26159.64853,1
1489,Belgaum,98.0137225,12.05525304,65.94546296,240.9571297,46623.51385,6
1230,Chikkmagaluru,90.70237306,12.94755191,70.58499976,311.445141,20906.80888,8
1040,Hubli,96.8895579,10.45139846,95.58761783,304.6147955,42867.90639,4
1027,Bangalore,91.74946014,10.4270795,58.20856425,970.6769808,6139.529962,0
1134,Chikkmagaluru,95.96385418,7.394957461,62.42499088,678.9145558,39775.7216,8
1200,Chikkmagaluru,98.35692587,2.467887275,80.30953957,250.2779235,35521.24444,8
1839,Mysore,97.55080662,7.709676001,55.81406608,539.2371335,28682.04582,6
1779,Hubli,97.52942888,6.906686323,94.59322558,266.1722346,45969.16476,0
1929,Hubli,95.17845312,11.83945186,52.36181859,645.415121,47390.50349,3
1032,Hassan,98.90745592,17.12520338,87.76561466,407.2655838,46835.83232,0
1047,Mandy,95.88105198,7.507503297,68.68640236,276.033404,31901.13183,2
1502,Bangalore,99.17517969,14.19470556,52.55827868,318.5118892,28372.8403,6
1406,Mandy,95.46522458,16.23660755,92.14639469,707.5888194,17103.74196,0
1573,Mysore,95.05965563,4.235030275,82.02301173,467.2321111,12293.16587,7
1727,Bangalore,92.22353019,18.03300354,50.44293546,561.843085,30069.25299,9
1804,Hassan,95.44786654,1.408898764,63.37664242,839.2050089,11682.35256,3
1098,Belgaum,91.40584831,18.03438678,67.60228039,689.8792624,12745.20486,3
1683,Chikkmagaluru,98.69690201,3.272657853,66.12890744,516.1722059,21053.43487,0
1871,Bangalore,96.75891889,6.743392057,74.91710145,958.6511246,13403.61689,4
1725,Mandy,99.93635448,12.1047044,76.34014789,293.0545868,27577.76636,7
1986,Chikkmagaluru,90.92097428,18.11366732,69.83770089,360.0927933,34868.72685,7
1546,Mysore,92.4067275,5.114028811,66.58851694,920.2883057,36405.52594,6
1960,Mandy,98.77158604,15.27147827,75.22046641,867.902718,28975.01046,6
1738,Belgaum,93.952541,14.20871616,51.68077023,217.0516617,28480.95688,7
1612,Mysore,94.6630299,3.194175243,82.260088,936.9523995,26366.50079,7
1942,Belgaum,98.60651887,9.589278892,80.29912585,109.151852,16036.93463,0
1461,Belgaum,95.21823225,9.630101864,63.96098999,840.1787906,34440.92742,1
1642,Chikkmagaluru,91.93475849,6.092236293,58.97577235,350.9221769,34566.31351,9
1768,Mysore,98.92030115,15.59842633,53.64924863,269.7912975,16511.22541,7
1004,Mysore,90.31061656,18.51867705,79.36718757,503.8386672,36525.60602,0
1217,Bangalore,98.95396268,14.33144917,78.44501363,907.374603,43610.23991,8
1502,Mandy,90.50520227,19.45909466,76.66590451,807.3080856,31761.92298,8
1766,Mysore,96.65849365,1.009369422,99.28091341,970.3619506,10289.28296,9
1397,Bangalore,90.7167938,0.744453702,76.57720555,586.8989497,19726.73189,1
1870,Hubli,97.06212986,17.87717355,86.0895365,559.5039515,9175.457397,5
1794,Hubli,90.33971321,17.95600739,55.64591359,111.7287925,18591.39927,3
1392,Hubli,98.42457728,2.142415702,64.94853946,262.5468246,14537.49099,9
1206,Hassan,94.65943951,7.148920981,63.77233075,547.8582661,29958.299,6
1014,Mysore,90.93453913,16.70789156,78.79877529,777.3103408,24059.50201,1
1857,Hassan,97.06819445,2.57081355,66.54066142,840.3423202,37520.78372,9
1553,Mandy,94.89290158,5.348561452,82.05332134,354.9397068,21336.9044,0
1891,Mysore,91.90948859,13.61992074,84.50448696,741.2115181,11962.42926,8
1460,Bangalore,90.15672374,19.63798109,51.68449186,845.6764964,15621.12121,8
1690,Hassan,94.1799826,15.9427768,81.98788562,437.3239729,29560.24351,8
1574,Hassan,90.85629231,15.54635246,55.83936811,726.0002764,25243.46759,4
1863,Mandy,90.94169698,6.853253274,73.25676509,493.5530236,6917.387368,2
1742,Hassan,92.67329548,13.22686143,86.32882854,987.0870226,14447.54752,5
1240,Belgaum,96.30458297,2.261765779,85.1672498,106.0007906,18353.14189,9
1563,Bangalore,95.29910609,19.84534066,64.99112725,472.9105357,37641.17945,0
1095,Hubli,90.68987308,9.611686355,63.61829252,337.3447626,37869.21286,9
1899,Bangalore,99.68431276,12.77615737,72.01132539,864.7628979,36409.44259,7
1733,Belgaum,98.87168688,17.52343797,59.43335415,358.4132498,41830.76593,9
1484,Mandy,92.59225487,0.019299237,98.73495064,589.4609262,44324.58744,3
1406,Mandy,91.22338576,19.51964855,67.24585357,766.2425034,8199.870421,1
1230,Mysore,99.42402865,7.183186243,96.1496637,547.5072466,27187.57865,3
1748,Bangalore,94.61141778,6.791814828,95.41324815,469.3622947,11703.1678,0
1654,Mandy,93.11166965,2.901266722,68.24244938,138.2662045,20932.70588,9
1170,Hassan,94.90358035,17.16368821,62.70423161,120.6389519,34843.86735,9
1540,Mandy,97.72744145,17.41679072,88.54178173,961.5899756,32074.64252,7
1035,Mandy,91.68385298,0.399779979,61.46889238,678.9196518,10785.18276,5
1524,Mandy,97.67495834,1.114504417,76.0623195,842.7284185,39068.67136,0
1159,Mandy,97.49446788,18.36683321,55.53446872,532.394544,40415.75397,0
1838,Hubli,95.39348205,2.457362646,69.29660773,335.4228966,11263.27453,1
1698,Hubli,98.65842289,12.41854928,53.90774618,365.0840018,32704.65748,6
1242,Mysore,91.32143378,12.393009,64.17197963,139.1424567,47535.31871,1
1085,Mandy,95.95479007,17.3946067,83.26468691,811.7951647,9227.338053,2
1795,Bangalore,94.49343053,11.45308211,99.56535783,623.4137026,12407.3047,8
1577,Belgaum,94.22292113,8.680228226,62.74037983,532.7215992,39448.60526,0
1681,Mysore,92.52561071,19.48761565,73.66606453,867.0673402,20161.65651,8
1556,Bangalore,93.72279657,4.57630952,72.40230573,500.3605249,48000.72231,5
1573,Mandy,91.08150756,5.254360354,59.20768171,953.1371349,33096.3369,8
1952,Chikkmagaluru,92.5159897,1.695393096,80.50345181,111.9128764,26744.01444,9
1645,Mandy,92.71965108,19.50633634,86.23524734,986.154725,20194.85805,7
1795,Hubli,97.20667867,14.12720418,57.36097417,834.2951792,15760.61316,6
1027,Belgaum,90.48550427,0.24194175,87.85622863,419.445282,34250.93611,9
1619,Hassan,96.51192308,14.08628055,85.00808179,635.8272041,31641.3033,6
1555,Belgaum,92.2140991,8.082722222,59.86714404,878.1445109,21106.07694,5
1339,Hassan,90.81861506,19.35099383,82.44738126,533.4385178,46299.95359,7
1797,Belgaum,93.00806161,5.547750043,69.68358397,145.9447408,39281.17529,8
1957,Hubli,92.24472869,14.20572677,84.05688762,913.326474,16703.03196,7
1330,Hassan,95.52032376,12.54868301,74.80484261,565.3146222,47451.46876,8
1639,Bangalore,93.57376403,0.240999498,52.40688376,590.6415171,38999.25912,4
1505,Hassan,99.65993742,17.70433859,89.34834941,112.346359,45369.81173,2
1347,Mysore,99.63549599,2.792253207,77.77999624,190.0594629,11129.89841,3
1472,Bangalore,94.43715269,13.27177558,86.23973114,799.658061,6484.854255,3
1230,Mysore,97.95087461,15.51096902,56.30358874,491.4544138,27181.32196,8
1189,Mandy,90.13268541,12.61855293,86.06362363,998.2524816,25166.8791,8
1224,Belgaum,95.47811585,1.94227735,70.68330943,726.1099081,44141.17796,0
1384,Bangalore,97.43299172,19.50358273,89.9633522,954.64103,12746.54454,4
1376,Belgaum,92.16943225,4.73635829,79.95829377,351.416915,6061.199796,1
1282,Mandy,90.61171755,12.5572954,67.74510626,258.5382085,28816.15088,4
1957,Chikkmagaluru,91.55918936,15.94356117,60.09584761,438.9304829,12990.47483,4
1632,Belgaum,94.41848087,18.7847202,90.79620843,338.291691,7227.904329,2
1627,Mandy,95.06371421,12.08021059,78.00963318,652.0291125,5999.290493,3
1972,Belgaum,93.80885122,5.181082983,99.37340363,769.9978416,11409.5145,6
1744,Mandy,94.39973767,16.73278035,68.67443352,461.8877616,21913.5463,9
1258,Mysore,94.7023496,3.264399319,84.28596108,180.8614241,44778.57477,3
1358,Mandy,97.69436662,0.445648561,81.14104359,123.6987653,39225.85748,2
1709,Hassan,91.05241898,18.16297717,81.87908546,296.2249362,28857.57068,9
1455,Chikkmagaluru,97.68950467,11.50777916,86.84899823,759.2386923,24365.51444,3
1410,Belgaum,96.88627302,1.392829816,56.955414,299.397172,25510.95844,1
1648,Mandy,97.41660809,11.59458774,77.4822022,919.876836,44808.99865,0
1317,Mandy,97.34468386,2.900283366,75.45648352,686.4791584,37608.40089,4
1676,Belgaum,94.70591816,0.627720128,67.12648945,875.8806734,12740.56315,8
1224,Chikkmagaluru,92.11400185,2.33048095,71.80751333,447.2332523,47287.93494,8
1818,Chikkmagaluru,95.36628904,15.50214857,75.94060383,985.1948763,39781.17742,0
1233,Mandy,99.57982054,15.1132181,66.04611575,711.5485698,6537.023347,0
1683,Bangalore,95.88525681,12.0863627,64.6579416,421.263888,27601.56626,7
1663,Mysore,90.11047145,4.186565798,86.91362873,291.2852196,34375.18081,6
1974,Chikkmagaluru,90.59710905,14.77934132,53.34590714,879.8781982,7744.505143,6
1826,Chikkmagaluru,99.92863434,8.160905344,65.64815393,386.2884483,20887.70792,8
1373,Hubli,90.71946359,10.21507234,82.68555731,139.9278183,34173.61078,4
1671,Hassan,90.4604516,17.95281387,60.43864842,350.7928415,41723.94535,7
1607,Chikkmagaluru,93.53024269,9.157150475,78.61363176,261.506233,48971.2053,6
1471,Mysore,99.69317203,12.52732308,65.10820708,387.7580944,10473.37038,1
1232,Hassan,93.18675154,19.23502984,92.16506367,651.9395617,33458.10753,1
1691,Hassan,94.09884131,9.027797977,67.49946661,550.3886987,45175.53579,3
1112,Belgaum,96.34077061,11.21455796,61.47582809,739.7653441,37261.30368,0
1829,Belgaum,90.24111839,11.6882925,76.50518885,400.4489248,33457.98332,9
1496,Belgaum,98.97763578,4.814231177,56.78302565,207.8275778,14648.98888,4
1441,Belgaum,95.19443018,14.73844125,89.87419837,244.2409938,41688.37961,4
1563,Hubli,94.66810906,14.53274057,84.00141256,817.5544883,30312.11224,0
1267,Chikkmagaluru,98.60726662,4.27113483,88.52544523,188.1915919,10013.73035,4
1509,Belgaum,99.53076589,0.266760897,69.94390999,818.3135959,47102.07838,3
1806,Mandy,94.23425232,19.97883141,91.75017069,291.3664154,49477.58318,9
1385,Bangalore,91.72441079,11.63175466,74.67740654,710.5641562,29195.26087,4
1386,Belgaum,98.1570927,3.620640848,54.73495175,660.7866599,39941.55923,3
1112,Chikkmagaluru,94.03260421,5.67130965,61.20146245,188.4343931,31249.07177,8
1612,Belgaum,99.3554554,12.35584084,85.55264008,699.2771519,23999.25847,8
1624,Hubli,99.49898984,2.752311621,94.82111494,502.7567429,23409.86152,2
1951,Mysore,91.14829032,0.745612742,54.75927962,736.4457427,48394.14345,2
1080,Mysore,99.56553967,15.96959669,93.21073955,851.9264817,21595.39234,2
1698,Chikkmagaluru,93.68270325,14.31692489,89.95349146,135.5494323,27070.43842,6
1112,Mandy,96.46252518,6.192032963,67.828053,683.1665487,16182.08536,0
1001,Mysore,90.34750082,1.169827555,84.46384022,194.4620448,16397.69245,3
1641,Mysore,98.88884274,9.725418217,59.34756719,440.988017,21030.21929,8
1219,Bangalore,96.41597329,5.523725799,90.669665,111.4106554,46614.99363,7
1565,Chikkmagaluru,96.43554467,7.955584346,82.86695109,395.7794302,22844.21239,2
1854,Mandy,99.0217616,5.479386928,71.94146897,252.4193644,29853.02789,7
1996,Chikkmagaluru,95.08347175,3.505352399,93.22586578,600.6378654,29558.906,5
1735,Mysore,94.1051664,7.739795737,56.96172507,561.0443375,31241.80659,9
1224,Mysore,98.66128752,19.29788247,92.28928162,813.9469783,41901.95452,2
1384,Mysore,97.42420512,5.32455734,51.19432033,675.9651821,45554.06335,8
1402,Hassan,99.48975665,6.719332881,87.66002022,743.1632951,14393.60903,9
1637,Hubli,99.40121893,6.58484067,78.66820384,183.2320698,43720.12769,6
1129,Belgaum,93.82326165,9.605776396,84.83616366,124.9883444,29646.82073,7
1052,Hubli,94.4698629,16.87011078,70.61722629,972.5873857,46601.12882,9
1683,Chikkmagaluru,92.55984954,8.042451831,93.22205629,484.3291677,46227.04587,1
1729,Bangalore,96.60647889,16.12295928,65.65745121,455.4769318,22524.4981,2
1671,Belgaum,93.6454197,2.300242189,63.74776426,131.5111697,34334.45333,6
1709,Bangalore,97.86100647,17.89814409,65.08753229,207.0197256,44213.50344,1
1415,Mandy,91.21550761,3.70608167,88.71819214,946.4265348,22311.89929,5
1246,Hassan,91.16402851,0.784029982,74.76458657,725.3605594,6972.141764,6
1835,Chikkmagaluru,92.04455381,3.167089608,76.85426629,468.2908446,21191.35308,5
1438,Hassan,90.84292188,3.814995826,91.58277092,914.0357195,21443.18732,4
1202,Chikkmagaluru,96.20031608,10.17008255,91.66827762,630.9035595,41303.55204,8
1183,Bangalore,91.47352766,8.998765855,58.08690523,771.8212437,18933.0566,2
1122,Bangalore,91.59962917,14.31748834,77.48838364,488.4396077,45229.26636,4
1400,Bangalore,90.14228224,1.019021716,56.30091032,488.3752596,29688.86921,4
1766,Chikkmagaluru,97.82090015,9.954125028,93.42642356,161.5154498,31376.93824,7
1293,Mysore,98.12296055,6.649424538,91.8502851,760.5759423,41315.33966,7
1279,Bangalore,91.62022416,12.61412664,92.46744291,189.2056631,11055.88538,0
1836,Hassan,97.39524434,0.873994483,85.24292502,787.8406494,5807.372956,5
1883,Mandy,94.33545123,0.698696178,73.3438653,271.7722791,7547.660397,5
1609,Belgaum,92.39594883,8.545032028,70.23606132,322.6305265,6379.859041,9
1197,Chikkmagaluru,96.21384608,16.22678958,69.7612282,926.10078,36495.2696,1
1981,Hassan,91.78484074,13.42188128,53.31063943,524.410898,16023.69892,4
1906,Hubli,97.56883608,0.334121838,97.44351432,212.7182736,43583.99488,5
1510,Mandy,90.47615228,3.569441884,72.51378284,914.5733946,44729.37577,2
1751,Hubli,99.59130933,4.53462929,96.50574496,507.1573173,21023.91379,0
1143,Belgaum,90.71875254,8.461178551,93.96287696,217.4961958,13767.14103,8
1608,Mysore,95.79448419,11.73431368,91.43051939,451.7406744,27446.53886,1
1200,Bangalore,99.0219429,4.329203478,79.41544424,630.3963278,41711.37665,3
1123,Chikkmagaluru,90.11904469,7.650284489,55.0777943,426.1078263,35820.13882,8
1186,Hassan,94.98514461,11.67886788,66.19557248,931.8939023,6158.401537,8
1325,Bangalore,93.50006964,7.668706078,80.17931046,342.7154413,5321.774876,7
1463,Hassan,95.8033219,2.863388428,50.67279042,258.242874,10121.15877,3
1348,Chikkmagaluru,92.25457387,9.833222511,52.13154568,298.8560545,20154.82127,0
1770,Hubli,90.64899217,6.479883919,83.88316911,175.3749519,29159.69946,6
1659,Bangalore,96.25933037,17.28376725,94.41014258,507.0665207,41791.32245,1
1763,Belgaum,94.16849239,15.51249816,92.75815647,890.5005352,11425.67429,7
1954,Mysore,96.22485539,3.805501845,58.40726382,374.8056449,11861.55575,9
1931,Belgaum,92.10539147,3.052715827,95.56167263,332.5038566,43863.3678,9
1402,Mysore,93.38741263,6.953533466,84.81511003,853.6461978,46581.1216,1
1345,Mandy,95.61681389,8.243490009,85.81629772,375.3953699,29808.0231,9
1962,Hassan,95.93112778,18.64036303,65.20206004,529.2027816,40320.16714,2
1510,Bangalore,93.72314808,6.032414742,85.79983878,128.1142873,20420.20031,5
1146,Bangalore,92.80053206,17.35168706,85.48861388,358.3645737,47582.00965,3
